Text,Label
ಕಮ್ಮಿದ ಜೋಡಿ.. ಲವರ್ಸ್,Negative
Yer pura e movie n 2020 quarantine days tuvondu ullar like malpule,Neutral
"super, excellEnglisht....heading change malpule ..... rama na jaagodu tame aathnd",Mixed
😂😂er thinle ereee thinud🤣,Neutral
Meklena natakada team.. boka frst seasonrd'la uller bale telipaled.. undu dala posath atth akleg..,Neutral
JP Sir.. Comedy Sundar Rai Mandara Atth Sir...,Neutral
Ayana pukkuli nadudh korle marayaa,Neutral
I really miss santu,Not Tulu
Full movie yepa boss😍,Positive
Sharath uchila wat a music 🔥🔥,Not Tulu
Sir...ithe sumathi areg sadhid thikkina aari yer birkdhini🤔,Neutral
SuPeR BrO NiCe CoMeDy Ha hA Ha,Not Tulu
shoku undu aanda nanala punches bodu,Mixed
Super Bhagavathike comedy super mayur naik maddale vadana super,Positive
Poppa nd budni ijjinda nurthu kerthuve,Negative
kudlada comedy must must,Positive
The only emoji I can give is❣️🧡🧡❣️🧡❣️🧡❣️,Not Tulu
Yaan gujarat de uppun pls ora Meet aale sir,Positive
Pakistana gu iee pondo  popa.,Neutral
Jai ponnu joklena kulakk.,Positive
Athund thojod CHALI🧥,Neutral
"ಜನಪ್ರತಿನಿಧಿಗಳಲ್ಲಿ ನಮ್ಮ ಕೆಲವೊಂದು ಪ್ರಶ್ನೆಗಳು... ಉತ್ತರದ ನಿರೀಕ್ಷೆಯಲ್ಲಿ
#TuluOfficialinKA_KL
#SpeakUpForTulu 
#20 ",Mixed
Sunilanna and team always super,Positive
Very nice....thamashede onji yedde lesson undu.....,Positive
"""ಪುಷ್ಪಲತರವರ ಕನ್ನಡ ಕಂಡು ಕನ್ನಡಪರ ಸಂಘಟಕರ ಹೃದಯ ಢಮ್ ಆಗುವುದರಲ್ಲಿ ಯಾವುದೇ ಸಂದೇಹವಿಲ್ಲ😀😀😀😂😂😂😂",Not Tulu
Yeth sati avene pandond ulle maare aayena vaa size da pukuli🤣,Neutral
ಅದ್ಬುತ ಕಲಾವಿದ ರವಿ ರಾಮಕುಂಜ,Positive
Enagidhe bhumika ge. Enuk death hadhru antha heli..,Not Tulu
Palani swamy maal kudi 😂😂🤣🤣🤣,Neutral
Superb thank uuuuu frrrr uploading,Not Tulu
Phone home theatre ge connect agidde gamatthuu,Not Tulu
Kammi Rate Da aushwarya,Negative
Yashraj mukhate of tulunadu😅🤣,Not Tulu
"ಖಾವಂದೆರೆಡ ತುಲು ಅಧಿಕೃತ ಬಾಸೆಗಾದ್ ಅರಿಕೆ

#TuluOfficialinKA_KL #Tulu #TuluLanguage #TuluScript #TuluLipi #TuluBaravu #TuluBarahu #TuluAnnouncement #Kuduma #Dharmasthala #DrVeerendraHeggade #JaiTulunad #TimesOfKudla #TulunadOkkoota ",Neutral
Devi na vesha bhushana masth aathnd.Prashanth CK is  suitable  for this role.,Mixed
Wow very fantastic superd 😊,Not Tulu
really lololol funny best comedy devdas kaapidad really a top comedian,Not Tulu
पुकुलि मतलब प्यारी सि होताहे और \r,Not Tulu
Ending nanala yedde kortholi . But anyways good drama.,Mixed
Erena video toodh tension doora apundu😘😂😂😂👌👌👌,Positive
Super msg jai hind...yan army lover....skit super aathnd,Positive
She passed away... RIP ajji,Neutral
Yereg maatha e show msth ista,Neutral
Woww amazing bro 😍😍😍😍,Not Tulu
Avv sanksarath    samskara,Neutral
ಇದನ್ನೇ ತುಳು ಮತ್ತು ಕನ್ನಡದಲ್ಲೂ  ಮಾಡಿ...👍🏻🙏🏼🇮🇳,Not Tulu
Gf ko Nam Pukuli rakhdeko ta geet nai vanex bt love this song️️,Not Tulu
Wow bro u have a nice pukuli though,Not Tulu
"""Deverna comedy budle....",Negative
We could have his concert in mangalore .... Mayatena pukulen tuvole....,Mixed
Hii sis ireg digestion process sari apunde😇😇,Neutral
Suprrr undu yan purala Mumbai d Thupe,Positive
"""Super acting ..",Not Tulu
Dislike malpuna akulu compare malpuna akulu add epodu😂🤣😅,Neutral
Even If the meaning of pukuli But I Liked His Voice Very Much,Not Tulu
ತುಳುಡು ಕಾಮಿಡಿ ಮಲ್ಪುಲೆ ಪ್ಲೇಸ್,Positive
Ayana pukuli bangarda adippodu yera kandondu pother nadre banga apunek padya manthe,Neutral
Vry vry good. ...climax is very nice..,Not Tulu
Aravind bolar thelike super,Positive
Gurta ne ajji mara re😂 voice de gurta ayini super 👌 show,Positive
"ಕೆನರಾದ ಸುರುತ ಚರ್ಚ್ ಕುಡ್ಲದ 'ರೋಸಾರಿಯೋ ಚರ್ಚ್'.
#KooInTulu ",Neutral
Yava movie edu,Not Tulu
Every episode I love watching,Not Tulu
ಬಾರಿ ಪೊರ್ಲುದ ಸಾಹಿತ್ಯ ಅಮರ್ ಸ್ವಾಮಿ; ಅತ್ಯದ್ಭುತವಾಯಿನ ಕಂಠಸಿರಿ ಪೂಜಾ ಸ್ವಾಮಿ...🙏🙏🙏,Positive
Namma aravindanna na comedy ye comedy🤣🤣,Positive
"Arvind Bolar sir avru yella pathrakku sayyiyendu thorisi koduthiddare, hats off sir",Not Tulu
Love u dodda ..lovely dodda,Positive
Ending mathu yedde malder.... D K sir.,Positive
Bhagavatherna song dha voice,Neutral
All the best Mohan sir and the whole team of Tthudar❤,Not Tulu
This song has separate fan base in Mangalore 😌😌 yenchi pukulida song marre..,Not Tulu
best wishes for next performance....,Not Tulu
This song has separate fanbase in kudla& udupi🤣,Not Tulu
RT @KooTulu: ವಿಟ್ಲ ಅರಂತಡೆದ ಪೊನ್ಜೊವುನಕ್ಲೆಗ್ ಕನ್ನಡೊ ಅರ್ಥ ಆಪೆದಿಜಿ. ಅಕ್ಲೆಗ್ ಬೋಡಾದ್ ಸಂಕಯ್ಯ ಬಾಗೋತೆರ್ ಪಾರ್ತಿಸುಬ್ಬನ 'ಪಂಚವಟಿ ವಾಲಿಸುಗ್ರೀವ ಕಾಳಗೊ'ನು ತು…,Neutral
Super undu kathek thirl cmdy  poorala undu..prathiyorinala act super,Positive
Jai tulunaad solmelu,Positive
Ayyta colour panle so nadare easy apundu,Neutral
Gaji biji part 2 yepa..,Neutral
Yena rhyming words marree,Mixed
"ಪುತ್ತೂರ್ ಪನ್ಪಿ ಪುದರ್ ಎಂಚ ಬತ್ತ್ಂಡ್ ನಿಕ್‌ಲೆಗ್ ಗೊತ್ತುಂಡಾ?
#KooInTulu
#ನಿಕುಲೆಗ್_ಗೊತ್ತುಂಡಾ? ",Neutral
Undhu Pura family kulludhu thupina comedy ya...??thulukk aynave ayna samskaara undu...aven oripere karlpule ..,Negative
2nd Month 5000 to 10000rs ಮಾಡಬಹುದು ಮನೆಯಲ್ಲಿ ಕುಳಿತುಕೊಂಡು. Monthly it will increase..,Not Tulu
Imala(jacqueline) dance shoku ithnda 😂😂😂,Neutral
super sir  first day ne pudathaar  maree 😙😙😙😙😙🤣😂😂😂😂😂😂😂😂,Positive
Baari porlu aathnd,Positive
Super athnd husband wife,Positive
ಇಂಬ್ಯಾನ ಮಾಯತಿನ ಪುಕುಳಿನ್ ಒಲ್ಪ ನಾಡುನು ಮಾರ್ರೆ,Neutral
"""♪Full Song Available on♪",Neutral
This vedio  Made Me laugh😂😂😂 in,Not Tulu
Poora kalavidernala acting yedde aatundu kalavider poora onje...,Positive
Top athende bro continue manpi,Positive
Super song .....👍❤️ But we understand it mangaluru  language 😂😂😂😂😂,Not Tulu
Mst super comedy,Positive
ಕನ್ನಡ ಸಾರ್ವಭೌಮದ ಹೆಸರಲ್ಲಿ ತುಳುನಾಡಿನಲ್ಲಿ ಕನ್ನಡ ಹೇರಿಕೆಗೆ ವಿರೋಧ....,Not Tulu
❤ LOVE FROM Mangalore...,Not Tulu
Army training madkondidane,Not Tulu
Eth sala tundala bore apuji marre....Making video,Positive
Wa pukuli wa pukli..,Positive
"bajee bappar galeeji paterd comedy daye malpuvar?', ""Don't like comedy.."", 'Kilikili. Multhunda telike",Negative
best movies tulunad  thaa sprb,Positive
Totally Litt litt 🥵,Not Tulu
Nice movie.ಎಡ್ಡೆ ಫಿಲ್ಮ್,Positive
All the best for movie nd Sathish anna❤❤,Not Tulu
"ಓ ವಿನಾಯಕೆರೆ, ಈರ್ ಒಂಜಿ ಅದ್ಭುತ",Positive
bring the old Santhu   ... it was good concept,Not Tulu
Yeng punglina comedy malpule nextg,Mixed
"Pls Movie upload manpule,, enkla oman du ulla, masth jana wait mantondulla,,,,, pls",Positive
This is a stress buster song for Tuluvas. I am laughing uncontrollable. Pukuli Pukuli 😂😂😂😂😂😂😂😂😂😂😂😂😂,Not Tulu
Great work  ಕೊರಗಜ್ಜ ಕಾಪುಲೇ,Positive
Daala aavad Santhu raisye....,Positive
Kusal baari yeddetthnd anda tulu kusalg kannada song daye padvar ...,Mixed
Next dating da pura aunty ottige bodchi arpith boss..,Mixed
Extra pukuli ethenakulu... Ayeg korle... Plz,Positive
is that kushi shetty in first,Not Tulu
"""Previously Ravichandran, Upendra, Jaspal Bhatti.....   Now Arpith....",Not Tulu
Great a original video undo plz,Positive
Baari porluda natakaa umesh mijar superb 👌👌👌,Positive
Full movie paadle pls pls,Positive
Yerandala naadth korle,Neutral
Yenclena sslc 20 years celebration aule malthini....bot house super,Positive
ಸೂಪರ್ ಸ್ಟಾರ್  ಹೀಗೆ  ಮುಂದುವರಿಸಿ,Not Tulu
ಸೂಪರ್ ಸಾಂಗ್ಸ್ ಮೈ ಫೇವುರೆಟ್ ಮಸ್ತ್ ಇಷ್ಟ,Not Tulu
Bari porluda massage     deeraj rai nice 👌,Positive
SUPER......COMEDY SHOKU ATHND,Positive
Comedy atta ethuda bangadyna super apudu,Positive
we miss santhu,Not Tulu
"""Para gate, kudure, dance kalpavuna teacher matha ode pother....?!""",Neutral
"#biggest fan of """"MIK""""""",Not Tulu
Awesomepunches.. all actors acted well..  got nice comments also..,Not Tulu
Poppa nataka full padle,Neutral
Dislike mandinakal ghattadakl thojod🤭🤭,Neutral
Super song👌🏻👌🏻All the best Kalanirel Team.,Not Tulu
Soku news koryar ava😭😭😭😭😭 plz erenla kiladu tuvade plz😭😭😭,Not Tulu
"""Hii Rakshitha . vamanjoor gu bale 11,12,13, gu Krishi Mela undu .pls bale""",Neutral
Kya socha anna super,Not Tulu
Congratulations to the entire Tudarr team..🎉🎉,Not Tulu
Thanks a lot to NAMMA TV,Not Tulu
Eerna news source in shorts aa?😂,Neutral
"Deerajraibhagavatike, bokka  Prashant ck  devivesa  sokuathndu",Positive
1:42. Yenchi saav marre,Mixed
Tumhara pukuli ko nadne keliye kudla se bahut log aaya haha pe😂🤣,Not Tulu
"ತುಳುನಾಡ ಮಲ್ಲಿಗೆಗ್ ಜಿ.ಐ ಟ್ಯಾಗ್ ಉಪ್ಪುನ ವಿಷಯ ನಿಕ್ಲೆಗ್ ತೆರಿದುಂಡಾ? 
#ನಮ್ಮ_ಊರು? 
#KooInTulu ",Neutral
pls full move uplod manpule,Positive
Agari shaily nanonjj padya panle Sir kenere kushyapundu sir😍😍😍😍,Positive
Yedde song panpar marre er,Positive
"""manju s  av Tulu Nad ,da bhashe part of Karnataka""",Neutral
"Tulu letter: kū, ಕೂ, കൂ

#TuluBaravu
#ReviveTuluScript ",Neutral
ಎಂಕ್ಲೆನ ಊರು ವಿಟ್ಲ,Neutral
ಡ್ರೆಸ್ ಫುಲ್ ಪಡ್ಲಾ ಓಕೆ,Negative
Yedde comedy supper athende 😊😃😄,Positive
What a content sir ji 🤣🤣🤣🤣🤣🤣🤣🤣🤣,Not Tulu
Bale telipale enna mokeda usaal dinjina subasatalu,Positive
Rai Bhagavather edde apundu.,Positive
"edde script korle anna, making zero",Negative
"""Super song tulu lovely....",Not Tulu
Santhu na bari athndh upadra 😂😂😂🤣🤣🤣,Negative
Av Nalpule ata tulu song ov pand erandala panoliya...link ithunda padoliya,Mixed
Himmela was superb,Positive
ಪುಲ್ಲ್ ನಾಟಕ ಅಪ್ಲೋಡ್ ಮಲ್ಪುಲೇ ಸೂಪರ್ ಉಂಡು,Positive
Super yachi bro... ❤️❤️,Not Tulu
Paapa marre pukuli nadudu korle marre ibena,Neutral
undet sandeeper ijjer maare..,Neutral
"I LOST MY """"PUKULI""""",Not Tulu
"ಇನಿ ಕನ್ನಡ ಪತ್ರಿಕೋದ್ಯಮ ದಿನ, ನಮ್ಮ ಕುಡ್ಲಡೇ ಕನ್ನಡೊದ ಸುರುತ ಪತ್ರಿಕೆ ಸುರುವಾತಿನಿ!
#KooInTulu ",Neutral
This is one of the best videos 🤣,Not Tulu
"Comedy d lag masth malpuvar.. Onthe time d masth content kanaleye..""",Negative
Tulunad ki jai,Not Tulu
Seriously after watching this video i got the story of radhe 🤣🤣🤣,Not Tulu
Wow sweet song yr lovely bro,Not Tulu
Nikulu materla ullaratta upload malpule kapikadrena old drama,Mixed
Superb. Really Loved it.👌👌👍👍🤘🤘😂😂😂,Not Tulu
#TuluOfficialinKA_KL ಟ್ವಿಟರ್ ಅಭಿಯಾನೊಗು ನಿಕಲ್ನ ಬೆರಿಬಲೊ ಉಪ್ಪಡ್. #SpeakUpForTulu,Mixed
I dnt feel nice show  of them..!,Not Tulu
Meen mathra 100rs da gethonu 😂kure,Neutral
Kannkatt 6 batthija,Neutral
Incha ippare balli,Negative
"""2024 still watching no boring ❤",Not Tulu
Oit streaming ?,Mixed
Sir err  areg panodchi err aren thopale,Neutral
Bari sokuda comidy very super,Positive
Please make tulu comedy program,Not Tulu
"ಮಂಜಲ್‌ದ ಇರೆತ್ತ ಗಟ್ಟಿ ಇಜ್ಜಿಡ ಮಂಜಲ್ದ ಇರೆತ್ತ ಅಡ್ಯೆ ತುಳುನಾಡ್‌ದ ಒಂಜಿ ಇಷ್ಟದ ಚೀಪೆದ ತೆನಸ್. ಮಂಜಲ್ದ ಇರೆ, ಅರಿ, ತಾರಾಯಿ ಬೊಕ್ಕ ಬೆಲ್ಲನ್ ಗಲಸುದ್ ಉಂದೆನ್ ಮಲ್ಪುವೆರ್.

#CuisineOfTulunad
#KooInTulu ",Neutral
9:30 music yer padni 🤣🤣🤣,Neutral
Mac book gethoniyaru marre awwoli yedde kass maltharu atha,Positive
"""Song : Nepali",Not Tulu
धेरै राम्रो छ अझै राम्रो गितहरू सुन्न पाईन्छ अाँसा️,Not Tulu
"ತುಲು ರಾಜ್ಯ ಬಾಸೆ ಆಪಿನ ಬಗ್ಗೆ ಪಾತೆರಕತೆ

#JaiTulunad

#Tulurajya #TuluOfficialinKA_KL ",Neutral
Really santhu...wanna c u😊👍,Not Tulu
ವಿಜಯಣ್ಣ ಈರೆಗ್ ಸೆಲ್ಯೂಟ್. ..ಜೈ ಹಿಂದ್,Positive
ಬಾರಿ ಎಡ್ಡೆ ಕಾಮಿಡಿ...,Positive
Bro lapda stiker ondu deidare,Neutral
"ಆಳ್ವಾಸ್ ಕಾಲೇಜ್‌ಡ್ ""ಬಲೆ ತುಲು ಲಿಪಿ ಕಲ್ಪುಗ"" ಕಜ್ಜಕೊಟ್ಯದ ತುಲು ಲಿಪಿ ಪರೀಕ್ಷೆ

#TuluScriptExam
#TuluScriptLearningClass
#BTLK #BaleTuluLipiKalpuga
#TuluScript #TuluLipi #TuluBaravu #TuluBarahu #JaiTulunad #TuluAcademy #Tulunad #Alvas #Bedra #AlvasCollege ",Neutral
👌👌 spr  top editing u gays are amazing,Not Tulu
Edde undu baari edde acting malter... But ee story malayalam movie undu,Positive
Eer Enchene Comedy malthar malthar...,Mixed
"ಎಂಚಿ ಸಾವ್ ಮರ್ರೆ‌!!!""",Negative
Jai thulunadu... jai thuluvazzz... SOLMELU,Positive
Enough is enough. Ynkleg santhu n thuvode 😣😂😂,Neutral
Bale Bale Jawanyere,Neutral
bhagavathara voice chEnglishnagide.storyyalli thirulu ella.,Not Tulu
warre wa mathernla acting sprrrbbbbbbbb thulunadda spr starsMusth comedy t Kattappetop sir,Positive
"""ಸಂತುನ  ಮೊನೆಗೂ  ಪಾಡಿನ ಚಡ್ಡಿ  ಪೊಸತ್, ಪರತಾ""",Neutral
"Telipadu Kerper Mokul ...""",Positive
"""Yeereg boda kenanda,yer boad panper, dethonnaga radd(2)  dethonodu😊,yepala onjiye onji plate dethonva😂""",Neutral
Ola kodade piridja  Andu petha godhe athnd 😂😂😂😂😂,Neutral
Congratulations Mohan sir Priya maam and the entire team ❤️🎉,Not Tulu
Che..... Bangady sir ijjeraa,Mixed
Day by day...the quality of videos are getting better..kudos to you guys,Not Tulu
"""God..that chapa chapa sound when you eat... 🤮",Negative
"""ವಿಶಾಲ್ ಗ್ ಶೌರ್ಯ ಪ್ರಶಸ್ತಿ ಕೊರೊಡು,,,!!😂,,, ಎಂಚ ಸದಿಪನ ಮಾರ್ರೇ,,,,,""",Positive
Masth yedde aathnd a ajje yepola beribudayer naman,Positive
6:49 first ge areg kena yedde athund 😂,Positive
Papa ayana pukuli nadd korle mare... Udchande eth dina anda papa😂😂😂,Neutral
"ಬೆನ್ನಿದ ಬೀರೆ ಅಮೈ ಮಹಾಲಿಂಗ ನಾಯ್ಕೆರೆಗ್ ಪದ್ಮಶ್ರೀ ಮಾನಾದಿಗೆ ಪಡೆಯಿನೆಕ್ ಎಡ್ಡೆಪು ಬಯಕೊಂದುಲ್ಲ.

#ಪದ್ಮಶ್ರೀ ",Neutral
Imbe kande guddege popuna dane..alle maya athini..nadondulle,Mixed
Mangalorean =5 second,Not Tulu
Yenchi sav bro pukuli nana la thikijia 😂👌,Neutral
Jai TULUNAD jai TULUVAS ❤️😍,Positive
Swami Ajja kapule,Positive
Poyyada lorry .. Forever...  Love From Oman ..,Positive
Acting onji choorula gotthijjandu dabba,Negative
Next song d kunne maya apundandh😂😂😂😂,Neutral
"RT @j_rajashree: ತುಳುನಾಡ ಬಗೆಟ್ ಎನ್ನ ರಡ್ಡ್ ಪಾತೆರ.
Words credit - KK pejavar , Naveen Kumar Perara &amp;  @Mahimulki

@JaiTulunadOrg @savetulunaa…",Neutral
Csk da bagge vedio malpule,Neutral
Kattapppaaa Bahubalin daaye kerni 🤪🤪 kattappa Onthey paneet maipule,Neutral
"ಬಲೆ‌ ತುಲು ಲಿಪಿ ಕಲ್ಪುಗ

#TuluScriptClass #TuluLipi #TuluBaravu #tulubarahu  #TuluScript ",Neutral
TIKTOK मा धेरै viral भाको गीतको youtube भ्युज त छैन त OMG,Not Tulu
"""Austine Dsouza Kuwait",Not Tulu
"I like mik❤️😍""",Not Tulu
ಸಂತು ನು ತೋಜುಪಳೆ 100000 subscriber ಅಂಡ,Neutral
"ಇಸ್ವ ತುಲು ಬರವು ದಿನೊತಾನಿ ತುಲು ಲಿಪಿ ಸರ್ಟಿಪಿಕೇಟ್

#WorldTuluScriptDay
#TuluScript #TuluLipi #TuluBaravu #TuluBarahu #JaiTulunad #TulhAcademy #BaleTuluLipiKalpuga #TuluScriptExam #TuluScriptExamResult #Kulai #Kudla #Tulunad #BTLK ",Neutral
Dheeraj & prashanthanna super jugalbandi,Positive
Congratulations MIK Team 🏅,Not Tulu
Eeru tik tok video malpule,Neutral
Aaath la bodha ijja marre... Av encha maya ayna😂,Mixed
Kusal da ottugu baari edde kebi paatera korthar. Porlathnd,Positive
Inittha yakshagana soku athnd..,Positive
Poki povi dada povi nadhundu,Neutral
"my love  ko  Nick name  pukuli....""",Not Tulu
"""Highest viewers from Mangalore and udupi🤣🤣🤣",Not Tulu
"ಕುಡರಿ ಕನಕ್ ಪೂಲ್ಯೆರ ಗಲಸುವೆರ್.

#TuluvaAntiques
#KooInTulu ",Neutral
..kitta kitta song,Neutral
"Anyways this is pukuli touching song 😂😂""",Not Tulu
Best of luck brother. Script sakath barepar eer,Positive
Charan yalle pathalla bande ava 😜,Neutral
"""It's very famous in mangalore Yaar.. tumhara voice bhohot Accha h..",Not Tulu
Baari shokuda comedy. Prashamsa kaup super Jodi..,Positive
Super song from Mangalore,Not Tulu
"ಸೋಮೇಶ್ವರದ ಸೋಮನಾಥ ದೇವಲ್ಯ 12 ಶಿವಕ್ಷೇತ್ರೊಲೆಡ್ ಒಂಜಿ.
#ನಮ್ಮ_ಊರು
#KooInTulu ",Neutral
Arpith anna super.. Erna acting bainkara undu marre ..sharan …all the best your team..,Positive
वाउ पुकुलि माया वाउ वाउ,Not Tulu
What is this sir where old artists??????? 0000000,Not Tulu
Nepal to Mangalore&Udupi 😅😅,Not Tulu
byarleg onji msg korle agulu.pettha kaikanji kerdu duddu malpuver agaleg onji msg korle plzzz,Neutral
Vamanjooranna suprr comedy,Positive
Arpith Bhai... Bloopers paadle last d... Nanala jolly apund 😂😂😂,Positive
MINI CARRY MINATI 😍😍,Not Tulu
Last arabai deetina gammath ithnd... Jolly and ave,Positive
ಆಯೆ ಒಂಚೂರು ಪರ್ತೆನಾಂದ್,Negative
Mind blowing comedy.....everyone played good....Dheeraj u r the best,Not Tulu
Joor bane aapunde Walter  sir.,Neutral
Savda comedy thoo,Negative
Nikleg ista aijinda unlike onji malpodchi please tulu baseg respects korle please,Mixed
Jamunana maltinatt unde gulabi maltin,Neutral
Full shape out athnd  Erna🤭,Neutral
Enchina karyakramad dayeg rajakeeya kanapar? Modi n dayeg kanathar? Nikulena program thoopina Nana stop.,Mixed
Tulunadu ethini comedy actress... Kannada cinema industry du where... Great Tulu bashe..,Positive
"More than first view, chats,badge,replies,etc.",Not Tulu
Chupr chupr this song❤,Not Tulu
Ajji Supr  lov uu,Positive
"""Arpith bombayida binneru shurutu tutini.mast khushi aadittundu.",Positive
Walter punyatmere....Dheeraj Rai voler....,Mixed
Drone Pratap na stand-up comedy manpule 🙏♥️🚩,Neutral
Aye na pukuli nadga pappa mare🤣🤣,Neutral
namma tulunaadu namma kundapur kannada🔥🤙,Positive
Bale telipaale 4g ini kale bathnd. Always the best. Prashamsa.,Positive
Appu shetty na ***,Neutral
Bvc na Pukuli maya antndge yerandala  nade korlee 🤣🤣🤣🤣😅,Negative
Er ar ar itheratha gadda budthinar,Neutral
Such a beautiful song ever ❤it makes my day 😍,Not Tulu
"Daye mithardroha Maltha katapa, Hahaha super comedy lovely",Positive
"ತುಳುನಾಡ್‌ದ ಸುರುತ ಬಸ್‌ದ ಬಗ್ಗೆ ನಿಕಲೆಗ್ ತೆರಿದ್ಂಡಾ??
#KooInTulu ",Neutral
"Arena pukuli n naadereg  yer pura barpar like malpule""",Neutral
There s no cmdy....wrong judgement,Not Tulu
Nothing  is better  than  tulu,Not Tulu
ಇಂಚಿತ್ನ ನನಲಾ ಮಲ್ಲುಲೆ‌ . ಸೂಪರ್ ಉಂಡು.,Positive
@6Ranjith  😂pukuli maya apunda 😂😂😂,Neutral
"""Ode barodu frnd ....",Neutral
"@12:55 aa namune maseyarathe maarre, baritt yer itther..",Mixed
Happy. Navami. Subasayagalu,Not Tulu
"ಮೊಟ್ಟತ್ತಿ ಕರ್ಬೊದ ಕತ್ತಿನ್ ಮರತ್ತ ಮಣೆಕ್ಕ್ ಜೋಡ್ಯಾದ್ ಮಲ್ತಿನೆಕ್ಕೆ ಮೊಟ್ಟತ್ತಿ  ಪಂದ್ ಪನ್ಪೆರ್. ಎಡ್ಡೆ ಮಿಲಾವುದ ಕರ್ಬೊಡು ಮರತ್ತ ಪುಡಿ ದಾಂತಿ ಕತ್ತಿನ್ ತಯಾರ್ ಮಲ್ಪುವೆರ್. ಬೊಕ್ಕ ಪೆಜ, ಪೆಲ, ಇಂಚ ಒವ್ವಾಂಡಲಾ ಎಡ್ಡೆ ಮರತ್ತ ಅರ್ಧ ಪೀಟ್ ಎತ್ತರ ಒಂಜೇ ಮುಕ್ಕಾಲ್ ಪೀಟ್ ಉದ್ದದ ಮಣೆ ಮಲ್ಪಾದ್ ಐಕ್ ಕತ್ತಿನ್ ಜೋಡಾವೆರ್.
#ನಮ್ಮ_ಸೊತ್ತು ",Neutral
1k views yennane undu❤❤❤,Positive
Udupi manglore dagl yer pura troll thud baidar welcome,Neutral
Abiman residency olpa anna?,Neutral
I want to meet that person personally who has Put footer news highlights 😁😂,Not Tulu
90's mohammad rafi 🥰😍💕all time fav singer,Not Tulu
Pukuli Nana la thikkiji gena 😂😂,Neutral
Pukuli nu famous malthar marre er,Positive
Nama tuluver pet gla sai preethi gla sai..❣,Positive
Ammer polis picture upload malpuley,Neutral
Finally from 96K to 100k subscribers......,Not Tulu
PHD EDDA UNDU,Positive
Tuluva bhase Tuluva jana Tuluva mann superrrr,Positive
Sandeep shetty manibettu at his best....,Not Tulu
Really Hattsoff to you,Not Tulu
Yest jana udupi meme nodi illige bandri ?,Not Tulu
2 week ande show ade nana la oipuvar marre.....,Mixed
Verynice programme thanks all,Not Tulu
E song kendh enna pukuli kanthnd,Neutral
musth comedy sir,Positive
Garnal dakkun best und,Positive
avu dane full movie upload mulpule...,Mixed
ನಿಮ್ಮ ಯಕ್ಷಗಾನ ದಿನಾ ನೋಡುತ್ತಿದ್ದೇನೆ,Not Tulu
ಪೊಂಜೊವೆ.... ಅತ್ ಆಂಜೊವು,Neutral
"Lyrics lyrics lyrics lyrics😍""",Not Tulu
Pathere yenkla gothundo,Neutral
DONT JOKE AT HISTORICAL LEADRES PLZ,Not Tulu
"""I like this tune❤",Not Tulu
"ಹೆಬ್ರಿ ತಾಲೂಕುದ ಮುದ್ರಾಡಿಡ್ ಬಲೆ ತುಲು ಲಿಪಿ ಕಲ್ಪುಗ

ಉದಿಪನ ಲೇಸ್

#BaleTuluLipiKalpuga #TuluScriptLearningClass #BTLK #Hebri #uppala #mudradi #TuluScript #TuluLipi #TuluBaravu #TuluBarahu
#JaiTulunad #TuluAcademy ",Neutral
nanala enchina episod barod,Positive
Top..... editz. .... bhayankara..👌👌👌👌👌👌👌👌,Positive
Videoda lasts bro it's not pis it's fish panpuna Santhuna voice atte 😀😀.,Neutral
Your voice super Arpit Anna,Positive
​undu link open apuji..😢🥺😭,Neutral
"ಜೈ ತುಲುನಾಡ್ (ರಿ.) ಕೂಟದ ಅಭಿಯಾನೊಗು ಬೆರಿಬಲ ಕೊರ್ಲೆ
😍😍😍😍",Positive
Yenchinaa marre very very bad program,Negative
My friend is bvc,Negative
Super bagavathike sir super smail sir,Not Tulu
super sir  first day ne pudathaar  maree,Positive
"""Prathi vaara bloopers borchind aavondundu...",Negative
"My favrite maskiri kudla""",Not Tulu
🤣🤣🤣🤣 yenk siddappana phone barondupundu..same tone lol,Neutral
Super...anda 'artificial telepuna' cancel manpuvare?,Mixed
Kudla dakul yr kenodu uler,Neutral
Yede cinema very good quality,Positive
Sprr comedy Masth thelke koriyar,Positive
ajji eer super,Positive
Bhojpuri Bihar ' Da  onji bhashe.,Neutral
Thank you soo much 😍😍,Not Tulu
i have thes movie in mobil😊,Not Tulu
DADA ANNA UND ?,Neutral
"""e programme mast shoku undu... purergla best of luck.. baka mast solmelu",Positive
ಇವರ್ನ ನಮ್ ಕನ್ನಡ ಚಿತ್ರರಂಗಕ್ಕೆ ಕಳ್ಸಿ ಮುಂದಿನ ಸಾದು ಕೋಕಿಲ ಇವ್ರೆ,Not Tulu
Idhu idhu Actually chennagirodu,Not Tulu
Sandeep Anna Shetty.. Super 👍👍👍👍😂😂😂😂,Positive
bari shoka athanda .Keep it up,Positive
Pukuli maaya koooo...😂😂😂Kudlad Pukulidane suddi😂😂,Neutral
Ijjinda complaint korle,Neutral
Sakath comedy ye Erna 😂 😂,Positive
35:21 ಸೂಪರ್ ಡೈಲಾಗ್ ಕಾಪಿಕಾಡರೆಗ ಧನ್ಯವಾದಲು.,Positive
Eer doora mutta popar,Neutral
2.58 pukuli is overloaded 🔥,Not Tulu
Arre Saara Yesaluda Tamare Namma Bashe,Positive
@Srijanb2004  Namma bola bro belman kaital andala Karla. Ne😹,Neutral
Part 9 Yepa upload malpuvar,Mixed
Bari shok andh episode,Positive
